"OrderNumber","SalesChannelTxt","SalesChannel","WarehouseCode","Warehouse","ProcuredDate","OrderDate","StockTime","ShipDate","ProcessingTime","DeliveryDate","ShippingTime","CurrencyCode","SalesTeamID","CustomerID","StoreID","ProductID","Order Quantity","Discount Applied","Unit Cost","Unit Price"
"SO - 0007662","In-Store",1,"WARE-NBV1002",2,"18/06/20",10/11/20,145,"13/11/20",3,"18/11/20",5,"USD",8,28,63,13,6,0.05,"1,725.25","3,450.50"
"SO - 000235","In-Store",1,"WARE-XYS1001",1,10/04/18,"15/06/18",66,"27/06/18",12,"30/06/18",3,"USD",1,24,56,21,4,0.15,"2,082.90","3,591.20"
"SO - 0001121","Wholesale",4,"WARE-XYS1001",1,10/04/18,"27/09/18",170,07/10/18,10,10/10/18,3,"USD",26,31,20,45,6,0.15,"1,995.53","3,912.80"
"SO - 0001273","Online",2,"WARE-PUJ1005",5,"19/07/18","18/10/18",91,"14/11/18",27,"23/11/18",9,"USD",13,25,291,43,5,0.08,697.07,"1,025.10"
"SO - 0005660","Wholesale",4,"WARE-UHY1004",4,01/12/19,"21/03/20",111,01/04/20,11,11/04/20,10,"USD",28,11,256,2,3,0.1,379.96,716.9
"SO - 0006594","Distributor",3,"WARE-NMK1003",3,10/03/20,09/07/20,121,"27/07/20",18,"31/07/20",4,"USD",22,1,105,2,6,0.1,"2,049.33","2,807.30"
"SO - 0002659","Distributor",3,"WARE-NMK1003",3,04/02/19,"29/03/19",53,09/04/19,11,"15/04/19",6,"USD",21,20,181,16,1,0.05,"3,241.73","3,859.20"
"SO - 0003428","Online",2,"WARE-XYS1001",1,"15/05/19","26/06/19",42,"29/06/19",3,03/07/19,4,"USD",13,27,48,39,7,0.4,"4,433.26","6,157.30"
"SO - 0005744","In-Store",1,"WARE-UHY1004",4,01/12/19,"31/03/20",121,"20/04/20",20,"30/04/20",10,"USD",7,44,235,45,2,0.1,643.87,"1,038.50"
"SO - 0001422","Distributor",3,"WARE-PUJ1005",5,"19/07/18",05/11/18,109,"22/11/18",17,"24/11/18",2,"USD",24,17,298,12,7,0.05,768.22,984.9
"SO - 0003659","Online",2,"WARE-PUJ1005",5,"15/05/19","23/07/19",69,12/08/19,20,"15/08/19",3,"USD",16,32,288,33,3,0.08,572.25,783.9
"SO - 0005410","In-Store",1,"WARE-XYS1001",1,01/12/19,"20/02/20",81,07/03/20,16,"16/03/20",9,"USD",7,40,16,14,1,0.08,157.12,234.5
"SO - 000224","In-Store",1,"WARE-XYS1001",1,10/04/18,"15/06/18",66,07/07/18,22,"16/07/18",9,"USD",4,17,48,32,4,0.08,"1,873.86","2,465.60"
"SO - 0001533","In-Store",1,"WARE-UHY1004",4,"19/07/18","18/11/18",122,02/12/18,14,08/12/18,6,"USD",8,50,253,37,4,0.15,603,"1,005.00"
"SO - 0003622","Online",2,"WARE-UHY1004",4,"15/05/19","20/07/19",66,02/08/19,13,10/08/19,8,"USD",14,32,239,39,3,0.05,718.24,"1,072.00"
"SO - 0005290","Online",2,"WARE-NMK1003",3,01/12/19,07/02/20,68,"24/02/20",17,"25/02/20",1,"USD",13,38,138,14,4,0.2,431.48,"1,078.70"
"SO - 0002039","Distributor",3,"WARE-UHY1004",4,"19/07/18",10/01/19,175,"31/01/19",21,07/02/19,7,"USD",24,38,205,23,7,0.2,744.3,"1,078.70"
"SO - 0004242","Online",2,"WARE-UHY1004",4,"15/05/19",03/10/19,141,07/10/19,4,12/10/19,5,"USD",14,50,249,5,6,0.05,"1,447.74","1,956.40"
"SO - 0003968","In-Store",1,"WARE-UHY1004",4,"15/05/19","30/08/19",107,"14/09/19",15,"20/09/19",6,"USD",3,50,223,16,1,0.05,134.4,227.8
"SO - 0004999","Online",2,"WARE-PUJ1005",5,"23/08/19",05/01/20,135,09/01/20,4,"16/01/20",7,"USD",19,45,326,5,7,0.05,570.3,891.1
"SO - 000878","Online",2,"WARE-NMK1003",3,10/04/18,"29/08/18",141,12/09/18,14,"14/09/18",2,"USD",13,40,192,18,8,0.4,546.85,"1,031.80"
"SO - 0003560","In-Store",1,"WARE-NMK1003",3,04/02/19,12/07/19,158,"24/07/19",12,"30/07/19",6,"USD",1,18,173,37,4,0.05,"1,945.88","3,088.70"
"SO - 0001544","In-Store",1,"WARE-MKL1006",6,"19/07/18","19/11/18",123,"24/11/18",5,"26/11/18",2,"USD",4,15,332,41,7,0.1,536,"1,072.00"
"SO - 0003554","Online",2,"WARE-PUJ1005",5,"15/05/19",11/07/19,57,01/08/19,21,08/08/19,7,"USD",14,45,303,47,5,0.1,"1,868.50","3,892.70"
"SO - 0003597","In-Store",1,"WARE-MKL1006",6,04/02/19,"17/07/19",163,"31/07/19",14,04/08/19,4,"USD",2,31,360,23,5,0.08,"1,381.88","2,512.50"
"SO - 0003592","In-Store",1,"WARE-NMK1003",3,"15/05/19","17/07/19",63,04/08/19,18,08/08/19,4,"USD",3,1,89,27,2,0.15,696.8,"1,072.00"
"SO - 0005214","In-Store",1,"WARE-XYS1001",1,01/12/19,"28/01/20",58,"16/02/20",19,"24/02/20",8,"USD",8,29,32,2,5,0.1,142.58,187.6
"SO - 0002769","In-Store",1,"WARE-PUJ1005",5,"27/10/18",10/04/19,165,05/05/19,25,09/05/19,4,"USD",9,47,284,21,8,0.08,"1,283.18","1,782.20"
"SO - 0004085","Online",2,"WARE-NBV1002",2,"15/05/19","14/09/19",122,04/10/19,20,09/10/19,5,"USD",18,30,77,15,7,0.05,545.51,924.6
"SO - 0001944","Wholesale",4,"WARE-PUJ1005",5,"27/10/18",01/01/19,66,03/01/19,2,08/01/19,5,"USD",26,32,268,23,3,0.05,"2,511.50","3,986.50"
"SO - 0001918","In-Store",1,"WARE-UHY1004",4,"27/10/18","30/12/18",64,06/01/19,7,09/01/19,3,"USD",5,39,232,9,6,0.08,644.54,991.6
"SO - 0003712","In-Store",1,"WARE-NMK1003",3,"15/05/19","31/07/19",77,08/08/19,8,"16/08/19",8,"USD",2,42,140,43,2,0.08,"1,728.27","2,244.50"
"SO - 0002510","In-Store",1,"WARE-UHY1004",4,"27/10/18",08/03/19,132,"19/03/19",11,"23/03/19",4,"USD",1,34,249,7,6,0.05,621.43,"1,172.50"
"SO - 0004238","In-Store",1,"WARE-PUJ1005",5,"23/08/19",03/10/19,41,"21/10/19",18,"23/10/19",2,"USD",1,15,320,11,1,0.1,"1,301.01","1,782.20"
"SO - 000157","Online",2,"WARE-NMK1003",3,"31/12/17",06/06/18,157,"22/06/18",16,"23/06/18",1,"USD",19,28,103,45,8,0.05,"4,783.80","6,378.40"
"SO - 0007509","Distributor",3,"WARE-UHY1004",4,"18/06/20","24/10/20",128,11/11/20,18,"15/11/20",4,"USD",23,8,204,38,1,0.05,"3,709.66","5,152.30"
"SO - 0006079","In-Store",1,"WARE-MKL1006",6,01/12/19,10/05/20,161,"13/05/20",3,"22/05/20",9,"USD",7,22,366,15,3,0.15,514.56,"1,286.40"
"SO - 0003751","Distributor",3,"WARE-UHY1004",4,"15/05/19",03/08/19,80,07/08/19,4,12/08/19,5,"USD",24,28,226,34,1,0.4,662.09,"1,085.40"
"SO - 0002084","Distributor",3,"WARE-MKL1006",6,"27/10/18","15/01/19",80,09/02/19,25,"13/02/19",4,"USD",25,24,350,16,8,0.08,928.62,"1,105.50"
"SO - 0005355","Online",2,"WARE-MKL1006",6,01/12/19,"15/02/20",76,"23/02/20",8,"28/02/20",5,"USD",19,26,337,41,1,0.05,450.51,"1,098.80"
"SO - 0002572","Distributor",3,"WARE-UHY1004",4,04/02/19,"17/03/19",41,"20/03/19",3,"24/03/19",4,"USD",22,29,238,5,6,0.15,482,730.3
"SO - 0007262","In-Store",1,"WARE-NBV1002",2,"18/06/20","24/09/20",98,"14/10/20",20,"20/10/20",6,"USD",7,37,80,8,2,0.1,624.57,"1,058.60"
"SO - 0007372","Distributor",3,"WARE-NBV1002",2,"18/06/20",08/10/20,112,"16/10/20",8,"24/10/20",8,"USD",24,32,81,12,1,0.15,658.01,"1,078.70"
"SO - 0001361","Online",2,"WARE-PUJ1005",5,"19/07/18","29/10/18",102,03/11/18,5,07/11/18,4,"USD",19,34,283,8,2,0.1,"1,487.33","1,882.70"
"SO - 0005164","Online",2,"WARE-NMK1003",3,"23/08/19","21/01/20",151,11/02/20,21,"16/02/20",5,"USD",12,5,200,43,3,0.05,499.69,757.1
"SO - 0005407","In-Store",1,"WARE-PUJ1005",5,01/12/19,"20/02/20",81,"13/03/20",22,"19/03/20",6,"USD",6,10,297,14,8,0.3,"2,785.86","5,159.00"
"SO - 0006187","In-Store",1,"WARE-UHY1004",4,10/03/20,"23/05/20",74,03/06/20,11,06/06/20,3,"USD",6,42,207,47,7,0.05,"2,087.99","3,939.60"
"SO - 0007107","In-Store",1,"WARE-NMK1003",3,"18/06/20",07/09/20,81,"22/09/20",15,"25/09/20",3,"USD",6,48,143,36,4,0.08,975.52,"2,438.80"
"SO - 0003545","In-Store",1,"WARE-PUJ1005",5,"15/05/19",10/07/19,56,02/08/19,23,07/08/19,5,"USD",2,17,313,18,3,0.05,557.51,"1,051.90"
"SO - 0002378","In-Store",1,"WARE-PUJ1005",5,"27/10/18","18/02/19",114,12/03/19,22,"20/03/19",8,"USD",1,42,318,41,7,0.1,148.34,180.9
"SO - 0004592","In-Store",1,"WARE-XYS1001",1,"23/08/19","17/11/19",86,"13/12/19",26,"23/12/19",10,"USD",1,17,1,11,5,0.08,"3,514.82","5,762.00"
"SO - 0001990","In-Store",1,"WARE-NMK1003",3,"19/07/18",05/01/19,170,"29/01/19",24,04/02/19,6,"USD",4,23,115,3,7,0.05,"1,702.87","2,365.10"
"SO - 0003869","In-Store",1,"WARE-NMK1003",3,"15/05/19","17/08/19",94,"27/08/19",10,02/09/19,6,"USD",10,7,125,6,5,0.05,884.4,"1,105.50"
"SO - 0002843","Online",2,"WARE-NMK1003",3,04/02/19,"20/04/19",75,"16/05/19",26,"20/05/19",4,"USD",13,16,125,16,8,0.1,"3,306.85","6,123.80"
"SO - 0003569","Wholesale",4,"WARE-PUJ1005",5,"15/05/19","14/07/19",60,"17/07/19",3,"24/07/19",7,"USD",27,43,291,42,1,0.15,469.2,998.3
"SO - 0002848","In-Store",1,"WARE-XYS1001",1,"27/10/18","20/04/19",175,03/05/19,13,"13/05/19",10,"USD",11,22,13,26,5,0.05,"1,267.91","2,224.40"
"SO - 0005387","Online",2,"WARE-NMK1003",3,"23/08/19","18/02/20",179,"29/02/20",11,06/03/20,6,"USD",17,12,152,21,8,0.05,"3,269.87","3,939.60"
"SO - 0006967","Wholesale",4,"WARE-UHY1004",4,10/03/20,"22/08/20",165,"19/09/20",28,"22/09/20",3,"USD",26,37,231,10,4,0.15,418.08,871
"SO - 000147","Online",2,"WARE-XYS1001",1,"31/12/17",04/06/18,155,"21/06/18",17,"24/06/18",3,"USD",17,13,38,35,3,0.05,514.96,817.4
"SO - 0002562","Online",2,"WARE-NMK1003",3,04/02/19,"16/03/19",40,07/04/19,22,08/04/19,1,"USD",15,24,157,43,5,0.08,781.29,"1,132.30"
"SO - 0006499","In-Store",1,"WARE-MKL1006",6,10/03/20,"28/06/20",110,04/07/20,6,09/07/20,5,"USD",10,44,330,8,2,0.3,615.4,"1,118.90"
"SO - 0002888","Wholesale",4,"WARE-NMK1003",3,"27/10/18","25/04/19",180,03/05/19,8,12/05/19,9,"USD",26,11,135,6,2,0.05,637.84,911.2
"SO - 0006506","Wholesale",4,"WARE-NMK1003",3,10/03/20,"29/06/20",111,"19/07/20",20,"21/07/20",2,"USD",28,12,150,35,3,0.05,613.05,"1,005.00"
"SO - 0003443","In-Store",1,"WARE-PUJ1005",5,"15/05/19","28/06/19",44,06/07/19,8,"15/07/19",9,"USD",10,38,325,14,6,0.15,"2,961.27","3,845.80"
"SO - 0001234","Online",2,"WARE-XYS1001",1,"19/07/18","13/10/18",86,"16/10/18",3,"25/10/18",9,"USD",15,26,47,7,5,0.08,"1,054.85","2,572.80"
"SO - 0007636","Wholesale",4,"WARE-PUJ1005",5,"18/06/20",06/11/20,141,"18/11/20",12,"21/11/20",3,"USD",26,50,308,33,6,0.08,"1,339.46","2,626.40"
"SO - 0005316","In-Store",1,"WARE-UHY1004",4,01/12/19,10/02/20,71,"17/02/20",7,"27/02/20",10,"USD",2,16,223,17,4,0.05,"3,140.96","3,926.20"
"SO - 0004509","Online",2,"WARE-PUJ1005",5,"23/08/19",07/11/19,76,"23/11/19",16,03/12/19,10,"USD",13,39,281,35,2,0.05,102.98,194.3
"SO - 0003690","Online",2,"WARE-NMK1003",3,04/02/19,"28/07/19",174,03/08/19,6,"13/08/19",10,"USD",14,37,147,27,2,0.15,756.16,"1,145.70"
"SO - 0003713","Distributor",3,"WARE-XYS1001",1,"15/05/19","31/07/19",77,06/08/19,6,11/08/19,5,"USD",24,27,15,44,5,0.2,194.64,234.5
"SO - 0004390","Distributor",3,"WARE-UHY1004",4,"23/08/19","23/10/19",61,"30/10/19",7,07/11/19,8,"USD",24,40,214,8,7,0.1,353.76,884.4
"SO - 0007062","Online",2,"WARE-PUJ1005",5,10/03/20,02/09/20,176,07/09/20,5,"16/09/20",9,"USD",17,22,327,24,2,0.08,713.35,"1,132.30"
"SO - 0004567","In-Store",1,"WARE-NMK1003",3,"15/05/19","15/11/19",184,12/12/19,27,"15/12/19",3,"USD",10,12,185,37,8,0.05,"2,423.59","3,973.10"
"SO - 0004307","In-Store",1,"WARE-UHY1004",4,"23/08/19",12/10/19,50,"25/10/19",13,01/11/19,7,"USD",9,15,215,26,5,0.05,757.77,971.5
"SO - 000698","Online",2,"WARE-PUJ1005",5,10/04/18,08/08/18,120,01/09/18,24,04/09/18,3,"USD",18,9,284,2,7,0.05,"2,067.29","2,432.10"
"SO - 0001050","In-Store",1,"WARE-NMK1003",3,"19/07/18","19/09/18",62,"22/09/18",3,01/10/18,9,"USD",3,24,195,29,6,0.1,"1,390.92","3,477.30"
"SO - 0004445","Wholesale",4,"WARE-NMK1003",3,"23/08/19","30/10/19",68,"17/11/19",18,"18/11/19",1,"USD",26,6,120,2,4,0.15,"2,251.20","2,680.00"
"SO - 000447","In-Store",1,"WARE-NMK1003",3,10/04/18,11/07/18,92,03/08/18,23,06/08/18,3,"USD",7,25,96,11,7,0.2,"3,615.19","5,239.40"
"SO - 000674","Wholesale",4,"WARE-UHY1004",4,10/04/18,06/08/18,118,09/08/18,3,"14/08/18",5,"USD",27,34,211,3,3,0.1,"5,183.12","6,478.90"
"SO - 0006485","In-Store",1,"WARE-UHY1004",4,10/03/20,"26/06/20",108,"15/07/20",19,"20/07/20",5,"USD",5,38,220,10,2,0.08,761.12,"1,072.00"
"SO - 0001291","In-Store",1,"WARE-NBV1002",2,"19/07/18","20/10/18",93,"26/10/18",6,02/11/18,7,"USD",9,10,81,45,4,0.1,"1,047.88","2,278.00"
"SO - 0003711","In-Store",1,"WARE-NMK1003",3,"15/05/19","31/07/19",77,09/08/19,9,"18/08/19",9,"USD",11,14,182,4,8,0.4,"2,189.56","2,881.00"
"SO - 0002183","In-Store",1,"WARE-PUJ1005",5,"27/10/18","27/01/19",92,11/02/19,15,"14/02/19",3,"USD",1,49,301,42,4,0.08,670.07,917.9
"SO - 0004280","Online",2,"WARE-UHY1004",4,"15/05/19",08/10/19,146,"15/10/19",7,"16/10/19",1,"USD",12,41,229,7,8,0.15,"1,093.44","1,822.40"
"SO - 0006760","Distributor",3,"WARE-XYS1001",1,10/03/20,"27/07/20",139,10/08/20,14,"13/08/20",3,"USD",22,5,22,34,5,0.08,771.04,"1,835.80"
"SO - 000145","Online",2,"WARE-UHY1004",4,"31/12/17",04/06/18,155,12/06/18,8,"14/06/18",2,"USD",15,14,212,8,4,0.4,"1,839.55","2,787.20"
"SO - 0004825","In-Store",1,"WARE-NMK1003",3,"23/08/19","15/12/19",114,"22/12/19",7,"23/12/19",1,"USD",11,3,197,46,5,0.05,"2,215.36","2,606.30"
"SO - 0003298","Online",2,"WARE-NMK1003",3,04/02/19,09/06/19,125,"28/06/19",19,08/07/19,10,"USD",20,11,200,40,4,0.05,420.29,"1,025.10"
"SO - 0002696","In-Store",1,"WARE-UHY1004",4,"27/10/18",03/04/19,158,"19/04/19",16,"24/04/19",5,"USD",12,41,234,11,7,0.2,110.75,194.3
"SO - 0007510","Online",2,"WARE-XYS1001",1,"18/06/20","24/10/20",128,06/11/20,13,10/11/20,4,"USD",20,33,18,36,3,0.3,"3,761.78","5,614.60"
"SO - 0004190","Online",2,"WARE-NMK1003",3,"15/05/19","28/09/19",136,"13/10/19",15,"16/10/19",3,"USD",20,18,146,40,6,0.05,"1,423.35","3,028.40"
"SO - 0007388","Distributor",3,"WARE-PUJ1005",5,"18/06/20",10/10/20,114,12/10/20,2,"13/10/20",1,"USD",22,43,263,39,2,0.05,81.61,194.3
"SO - 000998","Distributor",3,"WARE-NBV1002",2,10/04/18,"13/09/18",156,"20/09/18",7,"25/09/18",5,"USD",21,31,70,32,8,0.08,"1,031.80","2,345.00"
"SO - 0003354","In-Store",1,"WARE-PUJ1005",5,04/02/19,"15/06/19",131,"21/06/19",6,"30/06/19",9,"USD",12,34,266,43,1,0.08,"1,211.43","1,922.90"
"SO - 0005339","Distributor",3,"WARE-PUJ1005",5,01/12/19,12/02/20,73,"29/02/20",17,06/03/20,6,"USD",24,8,316,17,1,0.05,145.79,214.4
"SO - 0005036","Wholesale",4,"WARE-NBV1002",2,"23/08/19",08/01/20,138,"15/01/20",7,"16/01/20",1,"USD",27,39,82,32,4,0.1,"2,076.73","3,845.80"
"SO - 0004566","Wholesale",4,"WARE-XYS1001",1,"23/08/19","15/11/19",84,"30/11/19",15,09/12/19,9,"USD",27,40,10,1,6,0.3,648.02,"1,045.20"
"SO - 0002935","Online",2,"WARE-PUJ1005",5,04/02/19,"29/04/19",84,"13/05/19",14,"18/05/19",5,"USD",15,32,310,12,6,0.05,"1,980.86","2,445.50"
"SO - 0004035","In-Store",1,"WARE-XYS1001",1,"15/05/19",09/09/19,117,"14/09/19",5,"20/09/19",6,"USD",5,11,46,4,7,0.2,"1,538.32","1,922.90"
"SO - 0005455","In-Store",1,"WARE-UHY1004",4,01/12/19,"24/02/20",85,"17/03/20",22,"22/03/20",5,"USD",10,29,219,41,8,0.2,540.02,871
"SO - 000376","In-Store",1,"WARE-NMK1003",3,10/04/18,03/07/18,84,"15/07/18",12,"20/07/18",5,"USD",4,43,159,20,7,0.05,"1,207.21","1,916.20"
"SO - 0007364","Online",2,"WARE-UHY1004",4,"18/06/20",07/10/20,111,"28/10/20",21,"30/10/20",2,"USD",13,17,212,24,6,0.08,"2,591.29","3,926.20"
"SO - 000368","In-Store",1,"WARE-NMK1003",3,"31/12/17",02/07/18,183,"16/07/18",14,"22/07/18",6,"USD",11,1,160,33,6,0.08,"3,133.46","3,966.40"
"SO - 000647","Distributor",3,"WARE-PUJ1005",5,10/04/18,04/08/18,116,"28/08/18",24,05/09/18,8,"USD",21,34,292,19,2,0.05,"1,410.48","1,855.90"
"SO - 000659","In-Store",1,"WARE-XYS1001",1,10/04/18,04/08/18,116,"16/08/18",12,"22/08/18",6,"USD",1,29,28,23,4,0.1,"1,795.80","3,664.90"
"SO - 000785","Online",2,"WARE-NMK1003",3,10/04/18,"18/08/18",130,06/09/18,19,07/09/18,1,"USD",16,30,139,11,2,0.08,"1,632.12","1,943.00"
"SO - 0006932","Wholesale",4,"WARE-NMK1003",3,"18/06/20","18/08/20",61,10/09/20,23,"18/09/20",8,"USD",27,34,147,9,8,0.05,"1,786.49","2,706.80"
"SO - 0004660","Distributor",3,"WARE-PUJ1005",5,"23/08/19","25/11/19",94,02/12/19,7,10/12/19,8,"USD",23,39,311,38,8,0.1,823.3,"1,715.20"
"SO - 0006172","Distributor",3,"WARE-NBV1002",2,10/03/20,"21/05/20",72,10/06/20,20,"17/06/20",7,"USD",23,16,61,30,8,0.08,"1,113.27","1,795.60"
"SO - 0004940","Online",2,"WARE-NMK1003",3,"23/08/19","29/12/19",128,"31/12/19",2,06/01/20,6,"USD",14,4,116,30,1,0.05,"1,003.39","1,286.40"
"SO - 0004984","Wholesale",4,"WARE-NMK1003",3,"23/08/19",03/01/20,133,"14/01/20",11,"16/01/20",2,"USD",28,19,103,5,5,0.1,"1,103.42","2,566.10"
"SO - 0004330","In-Store",1,"WARE-PUJ1005",5,"15/05/19","15/10/19",153,"18/10/19",3,"21/10/19",3,"USD",11,20,295,10,8,0.08,795.96,"1,105.50"
"SO - 0003700","Distributor",3,"WARE-MKL1006",6,04/02/19,"29/07/19",175,"24/08/19",26,"25/08/19",1,"USD",22,24,358,30,2,0.3,98.49,201
"SO - 000782","In-Store",1,"WARE-UHY1004",4,10/04/18,"17/08/18",129,"24/08/18",7,"29/08/18",5,"USD",8,31,214,10,5,0.15,"1,933.69","3,946.30"
"SO - 000544","Distributor",3,"WARE-NMK1003",3,10/04/18,"22/07/18",103,10/08/18,19,"13/08/18",3,"USD",24,15,127,27,3,0.08,645.81,"1,025.10"
"SO - 0002777","Distributor",3,"WARE-PUJ1005",5,04/02/19,12/04/19,67,06/05/19,24,12/05/19,6,"USD",22,10,304,31,7,0.3,"1,562.98","1,929.60"
"SO - 0007124","In-Store",1,"WARE-NMK1003",3,"18/06/20",10/09/20,84,"23/09/20",13,"29/09/20",6,"USD",8,39,123,25,8,0.1,"2,925.35","5,132.20"
"SO - 0001935","In-Store",1,"WARE-NBV1002",2,"27/10/18","31/12/18",65,"16/01/19",16,"22/01/19",6,"USD",8,32,78,10,8,0.1,"2,720.20","3,886.00"
"SO - 0004906","In-Store",1,"WARE-NBV1002",2,"23/08/19","24/12/19",123,04/01/20,11,08/01/20,4,"USD",1,38,62,44,6,0.15,"2,568.51","4,013.30"
"SO - 0004504","In-Store",1,"WARE-NBV1002",2,"23/08/19",07/11/19,76,"19/11/19",12,"20/11/19",1,"USD",4,12,69,14,3,0.1,"2,079.95","2,666.60"
"SO - 0007256","Distributor",3,"WARE-PUJ1005",5,"18/06/20","24/09/20",98,"27/09/20",3,"30/09/20",3,"USD",24,32,297,37,6,0.1,"1,397.62","1,996.60"
"SO - 0001080","Distributor",3,"WARE-MKL1006",6,"19/07/18","23/09/18",66,05/10/18,12,"13/10/18",8,"USD",25,31,339,5,6,0.05,770.63,"1,085.40"
"SO - 0006666","In-Store",1,"WARE-UHY1004",4,10/03/20,"17/07/20",129,"13/08/20",27,"19/08/20",6,"USD",11,15,204,19,8,0.08,675.36,"1,688.40"
"SO - 0004387","In-Store",1,"WARE-PUJ1005",5,"23/08/19","23/10/19",61,"28/10/19",5,07/11/19,10,"USD",9,22,304,17,1,0.05,475.37,"1,105.50"
"SO - 000109","In-Store",1,"WARE-PUJ1005",5,"31/12/17",01/06/18,152,"16/06/18",15,"21/06/18",5,"USD",4,9,299,47,4,0.3,"1,929.60","3,859.20"
"SO - 0003624","In-Store",1,"WARE-PUJ1005",5,"15/05/19","20/07/19",66,"24/07/19",4,"29/07/19",5,"USD",7,38,297,43,6,0.05,608.76,"1,031.80"
"SO - 0005053","In-Store",1,"WARE-NBV1002",2,"23/08/19",10/01/20,140,"21/01/20",11,"29/01/20",8,"USD",5,39,81,18,1,0.05,877.03,"1,139.00"
"SO - 0006159","Online",2,"WARE-PUJ1005",5,10/03/20,"19/05/20",70,"27/05/20",8,"30/05/20",3,"USD",13,36,277,27,2,0.05,988.92,"2,472.30"
"SO - 0004506","Distributor",3,"WARE-PUJ1005",5,"23/08/19",07/11/19,76,"30/11/19",23,02/12/19,2,"USD",23,1,307,23,8,0.1,875.29,"1,232.80"
"SO - 000299","In-Store",1,"WARE-MKL1006",6,10/04/18,"24/06/18",75,"27/06/18",3,"30/06/18",3,"USD",5,38,366,37,3,0.2,727.22,"1,085.40"
"SO - 0007201","Online",2,"WARE-MKL1006",6,"18/06/20","18/09/20",92,"14/10/20",26,"19/10/20",5,"USD",18,44,366,13,2,0.2,"1,581.20","3,953.00"
"SO - 0006396","Wholesale",4,"WARE-MKL1006",6,10/03/20,"15/06/20",97,"18/06/20",3,"21/06/20",3,"USD",26,39,333,13,6,0.08,"2,198.81","3,604.60"
"SO - 0008029","Online",2,"WARE-PUJ1005",5,"26/09/20","23/12/20",88,"27/12/20",4,"30/12/20",3,"USD",13,40,318,14,6,0.08,"1,466.63","2,666.60"
"SO - 0002418","Distributor",3,"WARE-XYS1001",1,"27/10/18","23/02/19",119,10/03/19,15,"14/03/19",4,"USD",22,35,31,2,2,0.08,"2,954.70","3,939.60"
"SO - 0002891","In-Store",1,"WARE-NMK1003",3,04/02/19,"25/04/19",80,"15/05/19",20,"24/05/19",9,"USD",1,41,153,14,6,0.05,"2,102.19","3,966.40"
"SO - 0004417","Distributor",3,"WARE-XYS1001",1,"15/05/19","26/10/19",164,"14/11/19",19,"21/11/19",7,"USD",23,7,44,35,7,0.4,"1,698.05","2,653.20"
"SO - 0006486","In-Store",1,"WARE-UHY1004",4,10/03/20,"26/06/20",108,05/07/20,9,11/07/20,6,"USD",2,2,221,24,3,0.05,748.52,984.9
"SO - 0007247","Wholesale",4,"WARE-NMK1003",3,"18/06/20","22/09/20",96,"16/10/20",24,"19/10/20",3,"USD",28,44,182,27,5,0.05,178.49,241.2
"SO - 0002665","Distributor",3,"WARE-NMK1003",3,04/02/19,"30/03/19",54,05/04/19,6,12/04/19,7,"USD",21,39,125,8,8,0.1,"1,401.37","2,224.40"
"SO - 0004620","In-Store",1,"WARE-XYS1001",1,"23/08/19","20/11/19",89,"23/11/19",3,"27/11/19",4,"USD",2,38,39,5,7,0.1,680.99,"1,031.80"
"SO - 000816","Online",2,"WARE-NMK1003",3,10/04/18,"21/08/18",133,"13/09/18",23,"17/09/18",4,"USD",20,34,198,14,2,0.05,717.57,"1,025.10"
"SO - 0003987","In-Store",1,"WARE-XYS1001",1,"15/05/19",01/09/19,109,"17/09/19",16,"19/09/19",2,"USD",3,33,35,2,4,0.08,"2,134.62","3,953.00"
"SO - 0005281","Online",2,"WARE-NBV1002",2,01/12/19,06/02/20,67,12/02/20,6,"20/02/20",8,"USD",13,12,77,17,2,0.15,"2,021.73","2,847.50"
"SO - 0001835","Online",2,"WARE-XYS1001",1,"27/10/18","23/12/18",57,04/01/19,12,05/01/19,1,"USD",19,13,30,30,7,0.15,"1,804.18","2,505.80"
"SO - 0005344","Wholesale",4,"WARE-XYS1001",1,01/12/19,"13/02/20",74,10/03/20,26,"17/03/20",7,"USD",28,49,40,41,5,0.1,681.79,"1,065.30"
"SO - 0006694","In-Store",1,"WARE-NMK1003",3,10/03/20,"19/07/20",131,"15/08/20",27,"25/08/20",10,"USD",8,50,127,35,6,0.05,"2,533.40","5,507.40"
"SO - 0005076","Online",2,"WARE-NMK1003",3,"23/08/19",12/01/20,142,"22/01/20",10,"28/01/20",6,"USD",13,1,166,23,8,0.15,411.98,958.1
"SO - 0002619","Wholesale",4,"WARE-NMK1003",3,"27/10/18","23/03/19",147,"14/04/19",22,"17/04/19",3,"USD",26,24,89,40,6,0.08,906.11,"1,849.20"
"SO - 000870","Online",2,"WARE-PUJ1005",5,10/04/18,"27/08/18",139,"23/09/18",27,03/10/18,10,"USD",15,7,307,10,8,0.08,"3,455.59","6,170.70"
"SO - 0005684","Wholesale",4,"WARE-MKL1006",6,01/12/19,"24/03/20",114,"31/03/20",7,08/04/20,8,"USD",27,11,333,40,2,0.1,"1,107.04","2,700.10"
"SO - 000841","In-Store",1,"WARE-NMK1003",3,"19/07/18","24/08/18",36,"28/08/18",4,03/09/18,6,"USD",8,15,147,4,8,0.08,672.14,"1,018.40"
"SO - 000944","Wholesale",4,"WARE-NMK1003",3,"19/07/18",06/09/18,49,"29/09/18",23,08/10/18,9,"USD",27,47,169,3,7,0.05,"3,130.78","5,306.40"
